iteration,test_split,batch,epoch,layer,dropout,activation,initializer,rmse,accuracy,f_score,time_train,lag
810,0.3,64,50,1,0,selu,zero,,0.6125768885202847,0.23489168290906573,432.5963282585144,13
811,0.3,64,50,1,0,selu,uniform,,0.5860827458704817,0.032812544626834445,340.3357763290405,13
812,0.3,64,50,1,0,selu,normal,,0.589741429953694,0.04876145436835659,371.36161518096924,13
813,0.3,64,50,1,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,434.2508587837219,13
814,0.3,64,50,1,0.2,selu,uniform,,0.5888991118943948,0.04174320989396185,396.95176219940186,13
815,0.3,64,50,1,0.2,selu,normal,,0.5843657129034486,0.013229813447864777,355.8952178955078,13
816,0.3,64,50,1,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,416.3036150932312,13
817,0.3,64,50,1,0.4,selu,uniform,,0.587169120187988,0.03169590295275745,394.8347134590149,13
818,0.3,64,50,1,0.4,selu,normal,,0.5844866611376044,0.012872887553049718,369.3559753894806,13
819,0.3,64,50,2,0,selu,zero,,0.6125768885202847,0.23489168290906573,497.09834599494934,13
820,0.3,64,50,2,0,selu,uniform,,0.5835536319026885,0.004540713379527293,452.2621691226959,13
821,0.3,64,50,2,0,selu,normal,,0.5835233948441496,0.004560620130888432,486.9468274116516,13
822,0.3,64,50,2,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,545.4624123573303,13
823,0.3,64,50,2,0.2,selu,uniform,,0.5836119462298708,0.004298448669871421,415.74430871009827,13
824,0.3,64,50,2,0.2,selu,normal,,0.5835471525330015,0.003150908435812255,504.2720625400543,13
825,0.3,64,50,2,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,580.4888360500336,13
826,0.3,64,50,2,0.4,selu,uniform,,0.5830784781256478,0.0,537.7032933235168,13
827,0.3,64,50,2,0.4,selu,normal,,0.5830784781256478,0.0,403.6027629375458,13
828,0.3,64,50,3,0,selu,zero,,0.6125768885202847,0.23489168290906573,591.7893264293671,13
829,0.3,64,50,3,0,selu,uniform,,0.5830784781256478,0.0,568.5285151004791,13
830,0.3,64,50,3,0,selu,normal,,0.5830784781256478,0.0,569.5082905292511,13
831,0.3,64,50,3,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,506.93267488479614,13
832,0.3,64,50,3,0.2,selu,uniform,,0.5830784781256478,0.0,640.788946390152,13
833,0.3,64,50,3,0.2,selu,normal,,0.5830784781256478,0.0,649.8927116394043,13
834,0.3,64,50,3,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,690.0119440555573,13
835,0.3,64,50,3,0.4,selu,uniform,,0.5830784781256478,0.0,494.74973034858704,13
836,0.3,64,50,3,0.4,selu,normal,,0.5830784781256478,0.0,622.8628945350647,13
837,0.3,64,50,1,0,tanh,zero,,0.6125768885202847,0.23489168290906573,430.5032138824463,13
838,0.3,64,50,1,0,tanh,uniform,,0.8072279528647454,0.7418550760782122,522.74937915802,13
839,0.3,64,50,1,0,tanh,normal,,0.7970510228764948,0.7278133806014527,461.18912625312805,13
840,0.3,64,50,1,0.2,tanh,zero,,0.6125768885202847,0.23489168290906573,522.0750832557678,13
841,0.3,64,50,1,0.2,tanh,uniform,,0.8380913504734259,0.7841374265072332,372.6081256866455,13
842,0.3,64,50,1,0.2,tanh,normal,,0.8341778111825281,0.7785881329384365,547.6912162303925,13
843,0.3,64,50,1,0.4,tanh,zero,,0.6125768885202847,0.23489168290906573,497.0520193576813,13
844,0.3,64,50,1,0.4,tanh,uniform,,0.8407565312046446,0.7857955047294664,502.64404010772705,13
845,0.3,64,50,1,0.4,tanh,normal,,0.8385341074020319,0.7835828137299086,565.6314952373505,13
846,0.3,64,50,2,0,tanh,zero,,0.6125768885202847,0.23489168290906573,414.2883336544037,13
847,0.3,64,50,2,0,tanh,uniform,,0.8031567489114659,0.7361458094988041,419.41819763183594,13
848,0.3,64,50,2,0,tanh,normal,,0.7928048759416685,0.7198897434689674,430.3696458339691,13
849,0.3,64,50,2,0.2,tanh,zero,,0.6125768885202847,0.23489168290906573,470.9648675918579,13
850,0.3,64,50,2,0.2,tanh,uniform,,0.8263204955421937,0.7671758055571075,431.78840684890747,13
851,0.3,64,50,2,0.2,tanh,normal,,0.8219274828944642,0.7612667528877638,435.8557462692261,13
852,0.3,64,50,2,0.4,tanh,zero,,0.6125768885202847,0.23489168290906573,473.12682843208313,13
853,0.3,64,50,2,0.4,tanh,uniform,,0.8332361427880296,0.7762127722831479,425.9653842449188,13
854,0.3,64,50,2,0.4,tanh,normal,,0.8310288375146865,0.7727994276707845,439.0356867313385,13
855,0.3,64,50,3,0,tanh,zero,,0.6125768885202847,0.23489168290906573,487.9426190853119,13
856,0.3,64,50,3,0,tanh,uniform,,0.7968220851475568,0.7257538833048027,431.6046562194824,13
857,0.3,64,50,3,0,tanh,normal,,0.7880209413228282,0.7125672163016736,491.5188808441162,13
858,0.3,64,50,3,0.2,tanh,zero,,0.6125768885202847,0.23489168290906573,611.3425135612488,13
859,0.3,64,50,3,0.2,tanh,uniform,,0.8125388762181215,0.7467980464604802,563.2558674812317,13
860,0.3,64,50,3,0.2,tanh,normal,,0.8076383129449167,0.7384557341350625,404.43524861335754,13
861,0.3,64,50,3,0.4,tanh,zero,,0.6125768885202847,0.23489168290906573,582.9468660354614,13
862,0.3,64,50,3,0.4,tanh,uniform,,0.821629431888866,0.7585997483081803,577.3799474239349,13
863,0.3,64,50,3,0.4,tanh,normal,,0.8133747149077336,0.7455014565167589,575.3463797569275,13
864,0.3,64,50,1,0,sigmoid,zero,,0.6462350542539221,0.29550319400949593,354.4963994026184,13
865,0.3,64,50,1,0,sigmoid,uniform,,0.8610823139125027,0.8172691105566461,420.52109146118164,13
866,0.3,64,50,1,0,sigmoid,normal,,0.8590737093095583,0.8146206944959306,383.26033878326416,13
867,0.3,64,50,1,0.2,sigmoid,zero,,0.8747516241620013,0.8352263295147733,499.7008011341095,13
868,0.3,64,50,1,0.2,sigmoid,uniform,,0.8752397366784158,0.8358002731772588,491.760222196579,13
869,0.3,64,50,1,0.2,sigmoid,normal,,0.875615540120257,0.8362214154895593,342.85830426216125,13
870,0.3,64,50,1,0.4,sigmoid,zero,,0.8781878498859632,0.8397245731406329,485.2198898792267,13
871,0.3,64,50,1,0.4,sigmoid,uniform,,0.8793325385306519,0.8412051338830214,432.99250507354736,13
872,0.3,64,50,1,0.4,sigmoid,normal,,0.8810322931785197,0.8433076690121709,518.9517879486084,13
873,0.3,64,50,2,0,sigmoid,zero,,0.639440355242242,0.28392815237685365,522.6423876285553,13
874,0.3,64,50,2,0,sigmoid,uniform,,0.8481602909668947,0.799732272471414,489.57022356987,13
875,0.3,64,50,2,0,sigmoid,normal,,0.8485036975603013,0.8000106541654431,345.55408239364624,13
876,0.3,64,50,2,0.2,sigmoid,zero,,0.8713305169673095,0.8301358601985278,605.3281350135803,13
877,0.3,64,50,2,0.2,sigmoid,uniform,,0.8682420174165458,0.8257861846153168,468.6135444641113,13
878,0.3,64,50,2,0.2,sigmoid,normal,,0.8693802266915475,0.8277921852066397,580.636025428772,13
879,0.3,64,50,2,0.4,sigmoid,zero,,0.8713089190683531,0.830539601720908,631.6137132644653,13
880,0.3,64,50,2,0.4,sigmoid,uniform,,0.8729352408597691,0.8317208256461168,404.7701721191406,13
881,0.3,64,50,2,0.4,sigmoid,normal,,0.8740194553873799,0.833659471325692,538.087399482727,13
882,0.3,64,50,3,0,sigmoid,zero,,0.635462022254475,0.2778441392099898,540.9118583202362,13
883,0.3,64,50,3,0,sigmoid,uniform,,0.8297934376943811,0.7741600801040762,583.6012420654297,13
884,0.3,64,50,3,0,sigmoid,normal,,0.8307307865090883,0.7752536614703571,615.7111849784851,13
885,0.3,64,50,3,0.2,sigmoid,zero,,0.8545381505287165,0.8082888301303207,473.26846957206726,13
886,0.3,64,50,3,0.2,sigmoid,uniform,,0.8526699322689889,0.805809935263513,490.7361228466034,13
887,0.3,64,50,3,0.2,sigmoid,normal,,0.8555316538807104,0.809762307588303,506.43636655807495,13
888,0.3,64,50,3,0.4,sigmoid,zero,,0.8503395189715945,0.7963938652624635,460.8609576225281,13
889,0.3,64,50,3,0.4,sigmoid,uniform,,0.8464259796806967,0.7903603997032864,483.62669110298157,13
890,0.3,64,50,3,0.4,sigmoid,normal,,0.856382611099592,0.8091925855845183,499.37858629226685,13
891,0.3,128,50,1,0,selu,zero,,0.6125768885202847,0.23489168290906573,304.65159010887146,13
892,0.3,128,50,1,0,selu,uniform,,0.5844002695417789,0.017966482991668375,290.534380197525,13
893,0.3,128,50,1,0,selu,normal,,0.5843678726933443,0.016758173754234697,294.9551956653595,13
894,0.3,128,50,1,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,359.0044710636139,13
895,0.3,128,50,1,0.2,selu,uniform,,0.5850849229386964,0.030674267377759096,309.3734781742096,13
896,0.3,128,50,1,0.2,selu,normal,,0.5841346153846153,0.014032234974491424,279.4048557281494,13
897,0.3,128,50,1,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,318.1032793521881,13
898,0.3,128,50,1,0.4,selu,uniform,,0.584782552353307,0.01695753060854737,378.31949281692505,13
899,0.3,128,50,1,0.4,selu,normal,,0.6043956043956042,0.09053452059455355,295.23064517974854,13
900,0.3,128,50,2,0,selu,zero,,0.6125768885202847,0.23489168290906573,424.6640772819519,13
901,0.3,128,50,2,0,selu,uniform,,0.583370049761559,0.0025592277003162007,361.14357447624207,13
902,0.3,128,50,2,0,selu,normal,,0.5832599004768815,0.0022308383305043237,367.7762553691864,13
903,0.3,128,50,2,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,343.4008984565735,13
904,0.3,128,50,2,0.2,selu,uniform,,0.5834413228281152,0.003613043958103918,376.2987103462219,13
905,0.3,128,50,2,0.2,selu,normal,,0.5833722095514549,0.002406269779626061,389.38930106163025,13
906,0.3,128,50,2,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,435.3986191749573,13
907,0.3,128,50,2,0.4,selu,uniform,,0.5834888382058193,0.004308799367221382,397.5972216129303,13
908,0.3,128,50,2,0.4,selu,normal,,0.5835212350542538,0.003589832948657832,430.694162607193,13
909,0.3,128,50,3,0,selu,zero,,0.6125768885202847,0.23489168290906573,401.0411624908447,13
910,0.3,128,50,3,0,selu,uniform,,0.5832966169051074,0.0020736606605106012,354.53156566619873,13
911,0.3,128,50,3,0,selu,normal,,0.5832879777455249,0.002136869122718274,444.67057824134827,13
912,0.3,128,50,3,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,505.3792288303375,13
913,0.3,128,50,3,0.2,selu,uniform,,0.5832814983758379,0.0021123057638197254,470.99155831336975,13
914,0.3,128,50,3,0.2,selu,normal,,0.5830784781256478,0.0,496.24626088142395,13
915,0.3,128,50,3,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,407.7123861312866,13
